source_file,source_kind,source_name,source_rule_or_case,generated_artifact,generated_line,coverage_status,isomorphism_status,executability_status,notes
wasm-3.0/4.4-execution.modules.spectec,def,$alloctags,"def $alloctags(s, eps) = (s, eps)",op $alloctags; eq/ceq $alloctags; rl/crl [alloctags-r1],191,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_WITH_REWRITE_CONDITION_OUTPUT,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$alloctags,"def $alloctags(s, tagtype tagtype'*) = (s_2, ja ja'*)",op $alloctags; eq/ceq $alloctags; rl/crl [alloctags-r1],191,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_WITH_REWRITE_CONDITION_OUTPUT,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$allocglobal,"def $allocglobal(store, globaltype, val) : (store, globaladdr)",op $allocglobal; eq/ceq $allocglobal,183,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$allocglobal,"def $allocglobal(s, globaltype, val) = (s ++ {GLOBALS globalinst}, |s.GLOBALS|)",op $allocglobal; eq/ceq $allocglobal,183,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$allocglobals,"def $allocglobals(store, globaltype*, val*) : (store, globaladdr*) hint(show $allocglobal*#((%,%,%))) hint(prose_allocxs)",op $allocglobals; eq/ceq $allocglobals; rl/crl [allocglobals-r1],184,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_WITH_REWRITE_CONDITION_OUTPUT,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$allocglobals,"def $allocglobals(s, eps, eps) = (s, eps)",op $allocglobals; eq/ceq $allocglobals; rl/crl [allocglobals-r1],184,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_WITH_REWRITE_CONDITION_OUTPUT,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$allocglobals,"def $allocglobals(s, globaltype globaltype'*, val val'*) = (s_2, ga ga'*)",op $allocglobals; eq/ceq $allocglobals; rl/crl [allocglobals-r1],184,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_WITH_REWRITE_CONDITION_OUTPUT,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$allocmem,"def $allocmem(store, memtype) : (store, memaddr)",op $allocmem; eq/ceq $allocmem,185,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$allocmem,"def $allocmem(s, at `[i .. j?] PAGE) = (s ++ {MEMS meminst}, |s.MEMS|)",op $allocmem; eq/ceq $allocmem,185,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$allocmems,"def $allocmems(store, memtype*) : (store, memaddr*) hint(show $allocmem*#((%,%))) hint(prose_allocxs)",op $allocmems; eq/ceq $allocmems; rl/crl [allocmems-r1],186,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_WITH_REWRITE_CONDITION_OUTPUT,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$allocmems,"def $allocmems(s, eps) = (s, eps)",op $allocmems; eq/ceq $allocmems; rl/crl [allocmems-r1],186,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_WITH_REWRITE_CONDITION_OUTPUT,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$allocmems,"def $allocmems(s, memtype memtype'*) = (s_2, ma ma'*)",op $allocmems; eq/ceq $allocmems; rl/crl [allocmems-r1],186,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_WITH_REWRITE_CONDITION_OUTPUT,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$alloctable,"def $alloctable(store, tabletype, ref) : (store, tableaddr)",op $alloctable; eq/ceq $alloctable,188,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$alloctable,"def $alloctable(s, at `[i .. j?] rt, ref) = (s ++ {TABLES tableinst}, |s.TABLES|)",op $alloctable; eq/ceq $alloctable,188,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$alloctables,"def $alloctables(store, tabletype*, ref*) : (store, tableaddr*) hint(show $alloctable*#((%,%,%))) hint(prose_allocxs)",op $alloctables; eq/ceq $alloctables; rl/crl [alloctables-r1],189,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_WITH_REWRITE_CONDITION_OUTPUT,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$alloctables,"def $alloctables(s, eps, eps) = (s, eps)",op $alloctables; eq/ceq $alloctables; rl/crl [alloctables-r1],189,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_WITH_REWRITE_CONDITION_OUTPUT,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$alloctables,"def $alloctables(s, tabletype tabletype'*, ref ref'*) = (s_2, ta ta'*)",op $alloctables; eq/ceq $alloctables; rl/crl [alloctables-r1],189,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_WITH_REWRITE_CONDITION_OUTPUT,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$allocfunc,"def $allocfunc(store, deftype, funccode, moduleinst) : (store, funcaddr)",op $allocfunc; eq/ceq $allocfunc,181,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$allocfunc,"def $allocfunc(s, deftype, funccode, moduleinst) = (s ++ {FUNCS funcinst}, |s.FUNCS|)",op $allocfunc; eq/ceq $allocfunc,181,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$allocfuncs,"def $allocfuncs(store, deftype*, funccode*, moduleinst*) : (store, funcaddr*) hint(show $allocfunc*#((%,%,%,%))) hint(prose_allocxs)",op $allocfuncs; eq/ceq $allocfuncs; rl/crl [allocfuncs-r1],182,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_WITH_REWRITE_CONDITION_OUTPUT,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$allocfuncs,"def $allocfuncs(s, eps, eps, eps) = (s, eps)",op $allocfuncs; eq/ceq $allocfuncs; rl/crl [allocfuncs-r1],182,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_WITH_REWRITE_CONDITION_OUTPUT,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$allocfuncs,"def $allocfuncs(s, dt dt'*, funccode funccode'*, moduleinst moduleinst'*) = (s_2, fa fa'*)",op $allocfuncs; eq/ceq $allocfuncs; rl/crl [allocfuncs-r1],182,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_WITH_REWRITE_CONDITION_OUTPUT,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$allocdata,"def $allocdata(store, datatype, byte*) : (store, dataaddr)",op $allocdata; eq/ceq $allocdata,175,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$allocdata,"def $allocdata(s, OK, byte*) = (s ++ {DATAS datainst}, |s.DATAS|)",op $allocdata; eq/ceq $allocdata,175,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$allocdatas,"def $allocdatas(store, datatype*, (byte*)*) : (store, dataaddr*) hint(show $allocdata*#((%,%,%))) hint(prose_allocxs)",op $allocdatas; eq/ceq $allocdatas; rl/crl [allocdatas-r1],176,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_WITH_REWRITE_CONDITION_OUTPUT,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$allocdatas,"def $allocdatas(s, eps, eps) = (s, eps)",op $allocdatas; eq/ceq $allocdatas; rl/crl [allocdatas-r1],176,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_WITH_REWRITE_CONDITION_OUTPUT,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$allocdatas,"def $allocdatas(s, ok ok'*, (b*) (b'*)*) = (s_2, da da'*)",op $allocdatas; eq/ceq $allocdatas; rl/crl [allocdatas-r1],176,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_WITH_REWRITE_CONDITION_OUTPUT,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$allocelem,"def $allocelem(store, elemtype, ref*) : (store, elemaddr)",op $allocelem; eq/ceq $allocelem,177,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$allocelem,"def $allocelem(s, elemtype, ref*) = (s ++ {ELEMS eleminst}, |s.ELEMS|)",op $allocelem; eq/ceq $allocelem,177,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$allocelems,"def $allocelems(store, elemtype*, (ref*)*) : (store, elemaddr*) hint(show $allocelem*#((%,%,%))) hint(prose_allocxs)",op $allocelems; eq/ceq $allocelems; rl/crl [allocelems-r1],178,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_WITH_REWRITE_CONDITION_OUTPUT,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$allocelems,"def $allocelems(s, eps, eps) = (s, eps)",op $allocelems; eq/ceq $allocelems; rl/crl [allocelems-r1],178,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_WITH_REWRITE_CONDITION_OUTPUT,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$allocelems,"def $allocelems(s, rt rt'*, (ref*) (ref'*)*) = (s_2, ea ea'*)",op $allocelems; eq/ceq $allocelems; rl/crl [allocelems-r1],178,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_WITH_REWRITE_CONDITION_OUTPUT,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$allocexport,"def $allocexport(moduleinst, export) : exportinst hint(show $allocexport(moduleinst, %2))  ;; HACK !",op $allocexport; eq/ceq $allocexport,179,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$allocexport,"def $allocexport(moduleinst, EXPORT name (TAG x)) = { NAME name, ADDR (TAG moduleinst.TAGS[x]) }",op $allocexport; eq/ceq $allocexport,179,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$allocexport,"def $allocexport(moduleinst, EXPORT name (GLOBAL x)) = { NAME name, ADDR (GLOBAL moduleinst.GLOBALS[x]) }",op $allocexport; eq/ceq $allocexport,179,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$allocexport,"def $allocexport(moduleinst, EXPORT name (MEM x)) = { NAME name, ADDR (MEM moduleinst.MEMS[x]) }",op $allocexport; eq/ceq $allocexport,179,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$allocexport,"def $allocexport(moduleinst, EXPORT name (TABLE x)) = { NAME name, ADDR (TABLE moduleinst.TABLES[x]) }",op $allocexport; eq/ceq $allocexport,179,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$allocexport,"def $allocexport(moduleinst, EXPORT name (FUNC x)) = { NAME name, ADDR (FUNC moduleinst.FUNCS[x]) }",op $allocexport; eq/ceq $allocexport,179,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$allocexports,"def $allocexports(moduleinst, export*) : exportinst* hint(show $allocexport*#(%,%)) hint(prose_allocxs)",op $allocexports; eq/ceq $allocexports,180,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$allocexports,"def $allocexports(moduleinst, export*) = $allocexport(moduleinst, export)*",op $allocexports; eq/ceq $allocexports,180,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$allocmodule,"def $allocmodule(store, module, externaddr*, val*, ref*, (ref*)*) : (store, moduleinst)",op $allocmodule; rl/crl [allocmodule-r0],187,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_WITH_REWRITE_CONDITION_OUTPUT,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$allocmodule,"def $allocmodule(s, module, externaddr*, val_G*, ref_T*, (ref_E*)*) = (s_7, moduleinst)",op $allocmodule; rl/crl [allocmodule-r0],187,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_WITH_REWRITE_CONDITION_OUTPUT,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$rundata,"def $rundata_(dataidx, data) : instr*",op $rundata; eq/ceq $rundata,540,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$rundata,"def $rundata_(x, DATA b^n (PASSIVE)) = eps",op $rundata; eq/ceq $rundata,540,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$rundata,"def $rundata_(x, DATA b^n (ACTIVE y instr*)) =",op $rundata; eq/ceq $rundata,540,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$runelem,"def $runelem_(elemidx, elem) : instr*",op $runelem; eq/ceq $runelem,541,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$runelem,"def $runelem_(x, ELEM rt e^n (PASSIVE)) = eps",op $runelem; eq/ceq $runelem,541,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$runelem,"def $runelem_(x, ELEM rt e^n (DECLARE)) = (ELEM.DROP x)",op $runelem; eq/ceq $runelem,541,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$runelem,"def $runelem_(x, ELEM rt e^n (ACTIVE y instr*)) =",op $runelem; eq/ceq $runelem,541,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$evalexprs,"def $evalexprs(state, expr*) : (state, ref*) hint(show $evalexpr*#((%,%))) hint(macro none)",op $evalexprs; eq/ceq $evalexprs; rl/crl [evalexprs-r1],228,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_WITH_REWRITE_CONDITION_OUTPUT,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$evalexprs,"def $evalexprs(z, eps) = (z, eps)",op $evalexprs; eq/ceq $evalexprs; rl/crl [evalexprs-r1],228,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_WITH_REWRITE_CONDITION_OUTPUT,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$evalexprs,"def $evalexprs(z, expr expr'*) = (z'', ref ref'*)",op $evalexprs; eq/ceq $evalexprs; rl/crl [evalexprs-r1],228,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_WITH_REWRITE_CONDITION_OUTPUT,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$evalexprss,"def $evalexprss(state, expr**) : (state, ref**) hint(show $evalexpr**#((%,%))) hint(macro none)",op $evalexprss; eq/ceq $evalexprss; rl/crl [evalexprss-r1],229,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_WITH_REWRITE_CONDITION_OUTPUT,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$evalexprss,"def $evalexprss(z, eps) = (z, eps)",op $evalexprss; eq/ceq $evalexprss; rl/crl [evalexprss-r1],229,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_WITH_REWRITE_CONDITION_OUTPUT,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$evalexprss,"def $evalexprss(z, expr* expr'**) = (z'', ref* ref'**)",op $evalexprss; eq/ceq $evalexprss; rl/crl [evalexprss-r1],229,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_WITH_REWRITE_CONDITION_OUTPUT,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$evalglobals,"def $evalglobals(state, globaltype*, expr*) : (state, val*) hint(show $evalglobal*#((%,%,%))) hint(macro none)",op $evalglobals; eq/ceq $evalglobals; rl/crl [evalglobals-r1],230,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_WITH_REWRITE_CONDITION_OUTPUT,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$evalglobals,"def $evalglobals(z, eps, eps) = (z, eps)",op $evalglobals; eq/ceq $evalglobals; rl/crl [evalglobals-r1],230,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_WITH_REWRITE_CONDITION_OUTPUT,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$evalglobals,"def $evalglobals(z, gt gt'*, expr expr'*) = (z'', val val'*)",op $evalglobals; eq/ceq $evalglobals; rl/crl [evalglobals-r1],230,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_WITH_REWRITE_CONDITION_OUTPUT,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$instantiate,"def $instantiate(store, module, externaddr*) : config",op $instantiate; rl/crl [instantiate-r0],381,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_WITH_REWRITE_CONDITION_OUTPUT,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$instantiate,"def $instantiate(s, module, externaddr*) = s''''; {MODULE moduleinst}; instr_E* instr_D* instr_S?",op $instantiate; rl/crl [instantiate-r0],381,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_WITH_REWRITE_CONDITION_OUTPUT,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$invoke,"def $invoke(store, funcaddr, val*) : config",op $invoke; rl/crl [invoke-r0],398,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_WITH_REWRITE_CONDITION_OUTPUT,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/4.4-execution.modules.spectec,def,$invoke,"def $invoke(s, funcaddr, val*) = s; {MODULE {}}; val* (REF.FUNC_ADDR funcaddr) (CALL_REF s.FUNCS[funcaddr].TYPE)",op $invoke; rl/crl [invoke-r0],398,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_WITH_REWRITE_CONDITION_OUTPUT,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/2.1-validation.types.spectec,relation,Numtype_ok,"relation Numtype_ok: context |- numtype : OK    hint(name ""K-num"")  hint(macro ""%numtype"")",op Numtype-ok,1020,SOURCE_RELATION_COVERED,RELATION_OP_PRESERVED,NOT_APPLICABLE,Relation declaration maps to a Judgement/config operator; rule coverage is audited separately.
wasm-3.0/2.1-validation.types.spectec,relation,Vectype_ok,"relation Vectype_ok: context |- vectype : OK    hint(name ""K-vec"")  hint(macro ""%vectype"")",op Vectype-ok,1056,SOURCE_RELATION_COVERED,RELATION_OP_PRESERVED,NOT_APPLICABLE,Relation declaration maps to a Judgement/config operator; rule coverage is audited separately.
wasm-3.0/2.1-validation.types.spectec,relation,Heaptype_ok,"relation Heaptype_ok: context |- heaptype : OK  hint(name ""K-heap"") hint(macro ""%heaptype"")",op Heaptype-ok,996,SOURCE_RELATION_COVERED,RELATION_OP_PRESERVED,NOT_APPLICABLE,Relation declaration maps to a Judgement/config operator; rule coverage is audited separately.
